ISO 639-3	Population	Name
kur	25,353,230 A macrolanguage. Population total all languages: 25,353,230	Kurdish
kuq	10 (Crevels 2007). Ethnic population: 21 (2001).	Karipuna
kup	8,200 (2000 census).	Kunimaipa
kuo	1,050 (2000 census). Ethnic population: 1,100.	Kumukio
kun	247,000 (2010 J. Leclerc), increasing. Total users in all countries: 254,570 (as L1: 254,430; as L2: 140).	Kunama
kum	426,000 (2010 census). Ethnic population: 503,000 (2010 census). Total users in all countries: 427,800.	Kumyk
kul	15,600 (1990).	Kulere
kuk	6,000 (2010).	Kepo’
kuj	430,000 (2005 SIL). Total users in all countries: 690,000.	Kuria
kui	1,010 (2006 FUNASA). 510 Kuikúro and 500 Kalapálo.	Kuikúro-Kalapálo
kuh	11,000 (1995 CAPRO).	Kushi
kug	20,000 (1998 R. Blench).	Kupa
kuf	22,800 (2005 census).	Katu, Western
kue	115,000 (2000 census), increasing. Few monolinguals.	Kuman
kud	1,200 (1998 SIL). 360 monolinguals.	’Auhelawa
kuc	500 (2007).	Kwinsu
kub	44,600 (2000). Total users in all countries: 46,000.	Kutep
kua	461,000 in Angola, all users. L1 users: 421,000 (Johnstone 1993). L2 users: 40,000 (2013 SIL). Total users in all countries: 1,481,000 (as L1: 1,441,000; as L2: 40,000).	Oshiwambo
aih	2,700 (2000).	Ai-Cham
aik	3,000 (Blench 1999b).	Ake
zmk	No known L1 speakers.	Mandandanyi
aij	2,200 (1994 H. Mutzafi).	Lishanid Noshan
aid	No known L1 speakers.	Alngith
aig	67,000 (2001), increasing. It is difficult to substantiate the number of Creole speakers and English speakers. Total users in all countries: 147,520.	Antigua and Barbuda Creole English
zmo	100 (1988 M. Bender), decreasing.	Molo
aif	960 (2003 SIL).	Agi
wdd	10,000 (Idiata 2007).	Wandji
wdg	950 (2003 SIL).	Wadaginam
aia	6,750 (1999 SIL).	Arosi
wdj	5 (2005 AUSTLANG). Ethnic group members understand the language when old people speak it, but use Kriol [rop] as L1 (Wurm 2007).	Wadjiginy
zmm	10 (2005 AUSTLANG).	Marimanindji
gnl	No known L1 speakers.	Gangulu
bgw	217,000 (2001 census).	Bhatri
gnm	1,440 (2000 census).	Ginuman
zmg	53, all users. 3 (2001 I. Alexander). 50. Ethnic population: 100.	Marti Ke
ena	980 (2003 SIL).	Apali
enb	180,000 (2009 census).	Markweeta
enc	200 (1998 J. Edmondson).	En
end	110,000 (2009 census).	Ende
enf	40 (2010 census). Includes Tundra Enets [enh]. Ethnic population: 230 (2010 census). Includes Tundra Enets [enh].	Enets, Forest
eng	371,959,910 58,100,000 in United Kingdom, all users. 56,600,000 (2011 census). England and Wales 49,800,000, Scotland 5,118,000, Northern Ireland 1,681,000. 1,500,000 (Crystal 2003a). Total users in all countries: 983,522,920 (as L1: 371,959,910; as L2: 611,563,010).	English
enh	40 (2010 census). Includes Forest Enets [enf]. Ethnic population: 230 (2010 census). Includes Forest Enets [enf].	Enets, Tundra
enl	6,440 (2002 census). Ethnic population: 7,220 (2002 census).	Enlhet
enn	20,000 (1980 UBS).	Engenni
eno	1,500 (2000 census), decreasing.	Enggano
enq	230,000 (2000 census). 12,000 in Sau (1990 UBS).	Enga
enr	2,000 (2005 SIL). Some elderly monolinguals.	Emem
enu	30,000 (Dai and Duan 1995).	Enu
env	Ethnic population: 14,000 (2006 J. Leclerc).	Enwan
enw	15,000 (1998 B. Connell).	Enwan
enx	3,840 (2002 census). Ethnic population: 5,840 (2002 census).	Enxet
cll	3,000 (2003 GILLBT).	Chala
clm	6, all users. No known L1 speakers (2014 R. Allen), decreasing. Last speaker died in 2014. 6. Ethnic population: 3,000 (2014 R. Allen).	Clallam
clo	1,280 (2000 INALI). Chontal de Oaxaca bajo: 220; Chontal de Oaxaca de la costa: 1,060 (2000 INALI). No monolinguals.	Chontal, Lowland Oaxaca
clh	1,000 (1992 SIL). Ethnic population: 1,600.	Chilisso
cli	6,000 (2003 GILLBT).	Chakali
clj	15,000 (2007 SIL).	Chin, Laitu
clk	11,000 (2001 census). 2,200 monolinguals. Total users in all countries: 11,080.	Idu-Mishmi
cld	100,000 (1994 H. Mutzafi). Total users in all countries: 212,800.	Chaldean Neo-Aramaic
cle	2,000 (1990 census). 500 monolinguals.	Chinantec, Lealao
cla	176,000 (2006 census). 20,000 Shagau (Manguna).	Ron
imo	42,500 (2000 census). 6,380 monolinguals.	Imbongu
clc	860 (FPCC 2014). 760 semi-speakers (FPCC 2014). 100 monolinguals. Ethnic population: 4,350 (FPCC 2014).	Chilcotin
imr	560 (2007 SIL).	Imroing
cly	1,800 (2000 INALI).	Chatino, Eastern Highland
clt	15,000 (2005 SIL).	Chin, Lautu
clu	30,000 (1994 SIL). Very few monolinguals.	Caluyanun
clw	44 (2010 census). Ethnic population: 360 (2010 census).	Chulym
pbv	243,000 (2001 census). Total users in all countries: 247,000.	Pnar
gom	3,630,000 (2000). Total users in all countries: 3,633,900.	Konkani, Goan
gol	153,000 (2015). Total users in all countries: 161,000.	Gola
ajz	125,000 (2003).	Amri Karbi
gon	A macrolanguage. Population total all languages: 2,400,000	Gondi
goi	900 (Knauft 2013).	Gobasi
gok	35,000 (IMA 1997).	Gowli
goj	20,200 (2000).	Gowlan
ajp	3,590,000 (2013). Total users in all countries: 8,445,000.	Arabic, South Levantine Spoken
god	26,400 (1993 SIL).	Godié
gog	1,930,000 (2013 J. Leclerc), increasing.	Gogo
gof	392,400, all users. L1 users: 359,000 (2010 UNSD), increasing. L2 users: 33,400. 190,000 monolinguals.	Gofa
ajt	500 (1994 H. Mutzafi). Total users in all countries: 45,500.	Arabic, Judeo-Tunisian
aju	8,930 (2000). 90% in Casablanca (1997 World Jewish Congress). Total users in all countries: 258,930.	Arabic, Judeo-Moroccan
goc	2,740 (1979 census).	Gorakor
ajw	No known L1 speakers.	Ajawa
aji	5,360 (2009 census), increasing.	Ajië
goy	30 (1998).	Goundo
gox	12,000 (1984 census).	Gobu
ajn	2 (2005 AUSTLANG).	Andajin
goz		Gozarkhani
gou	15,000 (2010 SIL).	Gavar
aja	200 (1993 SIL).	Aja
gow	50,000 (1999 R. Kiessling).	Gorowa
goq	1,000 (1992 SIL).	Gorap
gop	350 (2000).	Yeretuar
gos	607,000 (2014).	Gronings
ajg	591,000 (2014 J. Leclerc). Total users in all countries: 781,000.	Aja
nhe	410,000 (1991 SIL). All Nahuatl variety speakers: 1,740,000.	Nahuatl, Eastern Huasteca
nhd	2,060 (Crevels 2007), decreasing. Ethnic population: 6,920 (Crevels 2007). Total users in all countries: 15,900.	Guaraní, Ava
nhg	3,500 (1990 census).	Nahuatl, Tetelcingo
nhf	No known L1 speakers. May have no remaining speakers (Wurm 2007).	Nhuwala
nha	In 1995, a few speakers were reported. Some still survive (Wurm 2007).	Nhanda
nhc	30 (2014 M. Hansen).	Nahuatl, Tabasco
nhb	17,000 (1993 SIL).	Beng
nhm	18,700 (2000 census). 300 monolinguals.	Nahuatl, Morelos
nho	1,750 (2003 SIL), decreasing. 350 monolinguals.	Takuu
nhn	40,000 (1980 census). All Nahuatl variety speakers: 1,740,000. 1,000 monolinguals (1990 census). Ethnic population: 63,000 (1986).	Nahuatl, Central
nhi	17,100 (2007 SIL).	Nahuatl, Zacatlán-Ahuacatlán-Tepetzintla
nhh	20,400 (2000).	Nahari
nhk	5,140 (1990 census). 10 monolinguals.	Nahuatl, Isthmus-Cosoleacaque
nhu	40,000 (2005 SIL). Based on actual population of the sub-divisions where the Noone people are present as of the 2005 census (2014 C. Hamm).	Noone
nht	430 (1990 census).	Nahuatl, Ometepec
nhw	400,000 (1991 SIL). All Nahuatl variety speakers: 1,740,000.	Nahuatl, Western Huasteca
nhv	310 (1990 census).	Nahuatl, Temascaltepec
nhq	7,000 (1990 census). 55 monolinguals.	Nahuatl, Huaxcaleca
nhp	6,800 (2000 INALI). 500 monolinguals.	Nahuatl, Isthmus-Pajapan
nhr	18,000 in Botswana, all users. L1 users: 8,000 (2014 H. Visser). L2 users: 10,000 (Brenzinger 2013). Total users in all countries: 20,000 (as L1: 10,000; as L2: 10,000).	Naro
nhy	8,130 (2000 INALI). 1,400 monolinguals.	Nahuatl, Northern Oaxaca
nhx	26,600 (2000 INALI).	Nahuatl, Isthmus-Mecayapan
nhz	2,470 (2000). 9 monolinguals.	Nahuatl, Santa María la Alta
toz	No known L1 speakers. Ethnic population: No ethnic community. Total users in all countries: none known.	To
tox	22 (1995 SIL).	Tobian
toy	450 (Yamaguchi and Nakashima 2001), decreasing.	Topoiyo
tor	12,000 (1984 census). Total users in all countries: 24,000.	Banda, Togbo-Vara
tos	120,000 (1982 SIL). All Totonac languages: 202,000 (2000 INALI).	Totonac, Highland
top	80,000 (1982 SIL). All Totonac languages: 202,000 (2000 INALI).	Totonac, Papantla
toq	100,000 (2000 M. Schroeder). Most are monolingual.	Toposa
tov		Taromi, Upper
tow	1,790 (Ichihashi-Nakayama et al 2007), decreasing. 6 monolinguals (1990). Ethnic population: 1,940 (Ichihashi-Nakayama et al 2007).	Jemez
tou	68,400 (1999 census). Ethnic population: 75,000 (2009 census).	Tho
toj	54,200 (2011 UNSD). 7,700 monolinguals.	Tojolabal
toh	224,000 (2010 J. Leclerc).	Tonga
toi	1,330,000 (2010 census), increasing. 55,600 Toka-Leya, 1,270,000 Tonga (2010 census). Total users in all countries: 1,448,000.	Tonga
ton	104,000 (2015). Total users in all countries: 180,910.	Tongan
too	3,000 (2000 SIL). 500 monolinguals. Ethnic population: 13,700.	Totonac, Xicotepec de Juárez
tol	2, all users. 1 (Golla 2007). 1 (2000). Ethnic population: 1,000 (2000 A. Yamamoto).	Tolowa
tom	60,000 (Wurm and Hattori 1981), decreasing.	Tombulu
tob	40,000 (Crevels 2007). No monolinguals. Ethnic population: 69,500 (2004 INDEC). Total users in all countries: 40,760.	Toba
toc	48,100 (2000). All Totonac languages: 202,000 (2000 INALI).	Totonac, Coyutla
tof	1,050 (2002 SIL).	Gizrra
tog	271,000 (2009 UNSD).	Tonga
tod	220,000 (2012 V. Vydrin).	Toma
lbq	5,150 (1990).	Wampar
rag	618,000 (2009 census), increasing. Total users in all countries: 618,300.	Lulogooli
lbs	38,000 (2014 IMB).	Libyan Sign Language
lbr	3,720 (2011 census).	Lohorung
lbu	Ethnic population: 1,600.	Labu
lbt	5,000 (Bradley 2007a). 3,990 women, in 1,450 households (Liang 1990), including Black Lachi 2,500 in 550 households, Long-Haired Lachi 4,500 in 900 households. 10,800 for all La Chi in Viet Nam (1999 census). Ethnic population: 7,860 (Bradley 2007b). Total users in all countries: 5,200.	Lachi
lbw	331,000 (2000 census). 298,000 Tolaki (Konawe), 33,000 Mekongga and 200 Wiwirano. Asera and Laiwui not separately listed, but less than 1,000.	Tolaki
lbv	1,310 (Beaumont 1972).	Lavatbura-Lamusong
lby	19 (2006 census).	Lamu-Lamu
lbx	100,000 (Wurm and Hattori 1981).	Lawangan
ral	900 (2007). Ethnic population: 34,000.	Ralte
lbz	54 (2006 census). More semi-speakers (Wurm 2007).	Lardil
raj	A macrolanguage. Population total all languages: 12,904,000	Rajasthani
rak	1,970 (2000 census).	Tulu-Bohuai
rah	165,000 (2001 census). No monolinguals. Ethnic population: 374,000 (1993).	Rabha
rai	10,300 (2000 census), increasing.	Ramoaaina
lba	No known L1 speakers.	Lui
raw	62,000 (2000). Total users in all countries: 63,000.	Rawang
lbc	9,000 (Bradley 2007a). 4,000 monolinguals. Ethnic population: 12,000 (Bradley 2007b).	Lakkia
lbb	150 (2010 SIL). Ethnic population: 160 (2010 SIL).	Label
lbe	146,000 (2010 census). Ethnic population: 179,000 (2010 census). Total users in all countries: 154,800.	Lak
ras	35,700 (Stevenson 1984).	Tegali
lbg	9,550 (2000).	Laopang
lbf	22,600 (2001). Total users in all countries: 23,050.	Tinani
lbi	4,400, all users. L1 users: No known L1 speakers (Samarin 1971). L2 users: 4,400 (2006). Ethnic population: No ethnic community.	La’bi
lbk	19,600 (2007 census).	Bontok, Central
lbj	105,000 (2001 census). Total users in all countries: 117,000.	Ladakhi
lbm	25,000 (2007 survey).	Lodhi
lbl	68,800 (2009 SIL). Speakers of all Bikol languages: 4,580,000 (2000 census). No monolinguals.	Bikol, Libon
lbo	28,100 (Bradley 2007b).	Laven
lbn	22,300 (2015 census). Total users in all countries: 22,332.	Rmeet
thn	3,000 (2004 survey).	Thachanadan
bsx	100 (1996 R. Blench).	Yangkam
bsy	No monolinguals (2015 S.A. Luken). Ethnic population: 70,000 (2015 Sabah Bisaya Cultural Association).	Bisaya, Sabah
bst	101,560, all users. L1 users: 92,600 (2010 UNSD). L2 users: 8,960. 42,800 monolinguals.	Basketo
bsu	200 (Mead 1999).	Bahonsuai
bsv	No known L1 speakers.	Baga Sobané
bsw	5,480 (2007 census).	Baiso
bsp	4,000.	Baga Sitemu
bsq	648,000 (2015). Total users in all countries: 653,730.	Bassa
bsr	10 (1987). Ethnic population: 30,000.	Bassa-Kontagora
bss	100,000 (2001 SIL), increasing.	Akoose
bsl	No known L1 speakers.	Basa-Gumna
bsm	700 (1993 R. Doriot).	Busami
bsn	1,890 (1993 census).	Barasana-Eduria
bso	40 (Welmers 1971a).	Buso
bsh	15,000 (1994), increasing. Ethnic population: 114,000. 110,000 in Nuristan and 4,000 in diaspora. Total users in all countries: 21,010.	Kati
bsi	5,000 (2004 SIL).	Bassossi
bsj	6,000 (Crozier and Blench 1992).	Bangwinji
bsk	96,800 (2004 J. Leclerc), increasing.	Burushaski
bse	25,000 (2008 SIL).	Wushi
bsf	20,000 (Blench 1988).	Bauchi
bsg	7,030 (2000).	Bashkardi
bsa	300 (Clouse et al 2002).	Abinomn
bsb	37,600 (2007 SIL). Total users in all countries: 57,600.	Bisaya, Brunei
bsc	15,000 (2015 J. Leclerc). Total users in all countries: 24,200.	Oniyan
pkr	1,370 (1991 census).	Kurumba, Attapady
pks		Pakistan Sign Language
pkp	700 (2011 census), decreasing. 451 Pukapuka, 73 Nassau Island (Census), plus approximately 200 L1 speakers on Rarotonga (Pue village), less a few non-Pukapukan spouses most of whom speak Pukapuka as L2 (2015 M. Salisbury). Ethnic population: 700 (2011 census). Total users in all countries: 3,100.	Pukapuka
pkt	500 (Bradley 2007a). Ethnic population: Less than 1,000. Total users in all countries: 700.	Maleng
pku	3,500 (2003), decreasing. Few monolinguals.	Paku
pkb	95,000 (2009 census), increasing.	Kipfokomo
pkg	1,090 (2000 census).	Pak-Tong
pkh	2,400 (2015 Z. Akter).	Pangkhua
pkn	No known L1 speakers (Wurm 2007).	Pakanha
pko	633,000 (2009 census), increasing. Total users in all countries: 738,000.	Pökoot
oci	110,000 (Bernissan 2012). Total users in all countries: 218,310.	Occitan
oca	54 (2000). Ethnic population: 150 (2000 W. Adelaar). Total users in all countries: 194.	Ocaina
ocu	100 (2011 SIL).	Matlatzinca, Atzingo
xom	10,000 (1979 W. James). Total users in all countries: 18,530.	Komo
nuz	1,550 (1990 census). 10 monolinguals.	Nahuatl, Tlamacazapa
nux	6,300 (1994 SIL).	Mehek
nuy	110 (2006 census).	Nunggubuyu
nuv	45,000 (1995 SIL). 15,000–25,000 in Northwestern Nuni, 25,000–35,000 in Northeastern Nuni.	Nuni, Northern
nuw	50 (Sakiyama 2000).	Nguluwan
nut	969,000 (2009 census). Ethnic population: 969,000 (2009 census).	Nung
nuu	16,000 (1984 census).	Ngbundu
nur	550 (2003 SIL). 170 monolinguals. Ethnic population: 700.	Nukeria
nus	740,000 (1982). 2,940 Western Jikany, 12,500 Lou, 1,100 Nyuong, 2,500 Thiang, 5,900 Bul, 2,400 Jagai, 6,700 Laak, 4,900 Leik, 1,600 Door, 17,600 Eastern Jikany (Voegelin and Voegelin 1977). Total users in all countries: 894,120 (as L1: 893,000; as L2: 1,120).	Nuer
nup	1,000,000, all users. L1 users: 800,000 (1990). L2 users: 200,000 (Wiesenfeld 1999).	Nupe-Nupe-Tako
nuq	750 (2015 SIL).	Nukumanu
nun	400 (2000 D. Bradley), decreasing. Ethnic population: 10,000 (Bradley 2007b). Total users in all countries: 450.	Anong
nuo	1,000 (1995 census). Ethnic population: 2,000 (Bradley 2007b).	Nguôn
nul	No known L1 speakers. Ethnic population: 2,230 (1989 SIL).	Nusa Laut
num	1,000, all users. 500 (2015 S. Tuilautala). 500 (2015 S. Tuilautala). Ethnic population: 1,500 (2011 census). 523 on Niuafo’ou (2010), many elsewhere.	Niuafo’ou
nuj	530,000 (2002 census), increasing. Census based on tribal affiliation.	Nyole
nuk	130 (FPCC 2014). 200 semi-speakers (FPCC 2014). Ethnic population: 7,680 (FPCC 2014).	Nuu-chah-nulth
nuh	350 (Blench 1999b).	Ndunda
nui	9,200 (2011 SIL). Few monolinguals. Ethnic population: 9,200.	Kombe
nuf	12,000 (Bradley 2007b). 2,000 Northern Nusu; 4,000 Southern; 6,000 Central. 1,000 monolinguals. Total users in all countries: 12,670.	Nusu
nug	No known L1 speakers.	Nungali
nud	180 (2003 SIL).	Ngala
nue	5,100 (2000).	Ngundu
nuc	No known L1 speakers. Ethnic population: 460 (2001).	Nukuini
nua	2,400 (2009 census).	Yuanga
muu	10 (2016 BBC). Ethnic population: 4,000 (2016 BBC).	Yaaku
mut	400,000 (2000 IICCC).	Muria, Western
muv	16,800 (2006 IMB).	Muthuvan
muq	80,000 (Wang and Mao 1995).	Miao, Eastern Xiangxi
mup	5,560,000 (2001 census). 1,110,000 monolinguals.	Malvi
mus	5,070 (2010 census). Spoken by 4,000–6,000 residents of the former territory of the Muscogee Nation and Seminole Nation in Oklahoma and by fewer than 200 of the Seminole Tribe of Florida (Golla 2007). 45 monolinguals. Ethnic population: 52,000 (1997 C. Pye).	Muskogee
mur	60,000 (1982 SIL).	Murle
muy	30,000 (2007 SIL).	Muyang
mux	40,900 (2000 census).	Bo-Ung
muz	7,424, all users. L1 users: 7,390 (2007 census). L2 users: 34. 3,160 monolinguals.	Mursi
mue	2,600 (Gómez-Rendón 2008). No monolinguals.	Media Lengua
mud	350 (2010 census). Census includes Aleut [ale].	Aleut, Mednyj
mug	140,000 (2005 SIL). Based on the actual population of the sub-divisions where the Musgu people are present, as of the 2005 census (2014 C. Hamm). Total users in all countries: 164,400.	Musgu
mua	282,000 (2013 J. Leclerc). Total users in all countries: 326,700.	Mundang
muc	200 (Good et al 2011).	Ajumbu
mub	35,300 (1993 census).	Mubi
mum	2,450 (2000 census).	Maiwala
muo	30,000 (2008 SIL).	Nyong
mui	3,105,000 (2000 census).	Musi
muh	23,000. Total users in all countries: 25,800.	Mündü
muk	6,500 (2006 SIL). 1,630 monolinguals (2002 UNESCO). Ethnic population: 6,500. Total users in all countries: 7,000.	Mugom
muj	3 (2001 SIL).	Mabire
zbe	1,100 (2010 SIL).	Berawan, East
zbc	1,500 (2010 SIL).	Berawan, Central
zbw	1,000 (2010 SIL).	Berawan, West
zbt	2,900, decreasing.	Batui
kwa	85 (Crevels 2007). Ethnic population: 85 (Crevels 2007).	Dâw
kwc	67,000 (2014 J. Leclerc).	Likwala
kwb	7,000 (1992).	Kwa
kwe	2,500 (1996 SIL).	Kwerba
kwd	13,200 (1999 SIL).	Kwaio
kwg	40,000 (1993 UBS).	Kaba Démé, Sara
kwf	32,400 (1999 SIL).	Kwara’ae
kwi	12,000 (Civallero 2008), decreasing. No monolinguals. Ethnic population: 13,000 (Crevels 2007). Total users in all countries: 15,130.	Awa-Cuaiquer
kwh	600 (2000 SIL).	Kowiai
kwk	170 (FPCC 2014). 500 semi-speakers (FPCC 2014). Ethnic population: 7,310 (FPCC 2014). Total users in all countries: 255.	Kwakiutl
kwj	10,000 (2001 SIL).	Kwanga
kwm	30,000 (2002 J. Leclerc).	Kwambi
kwl	110,000 (2000).	Kofyar
kwo	600 (1998 SIL).	Kwomtari
kwn	157,000 (2002 J. Leclerc). Total users in all countries: 167,900.	Kwangali
kwp	840 (1993 SIL).	Kodia
kws	60,000.	Kwese
kwr	100 (1998 M. Donohue).	Kwer
kwu	10,000 (2002 SIL).	Kwakum
kwt	2,000 (1987 SIL).	Kwesten
kww	200 (2005 J. Leclerc), decreasing.	Kwinti
kwv	35,000 (1993 UBS). 5,560 in Bale village, 4,940 in Koskabo, 4,550 in Kyabé. Total users in all countries: 39,000.	Kaba Naa, Sara
kwy	537,000 (2000).	Kongo, San Salvador
kwx	34,300.	Khirwar
kwz	No known L1 speakers.	Kwadi
xxr	No known L1 speakers.	Koropó
xxk	40,000 (2001 L. Baird). Ethnic population: 40,000.	Ke’o
wfg	230 (2005 SIL). No monolinguals.	Zorop
lcs	1,830 (1982).	Lisabata-Nuniali
rnl	8,000 (2003 BI).	Ranglong
elk	1,640 (2000 census).	Elkei
elh	50 (2007 SIL), decreasing. No monolinguals.	El Hugeirat
eli	400 (Welmers 1971a).	Nding
elo	8 (1994 I. Larsen), decreasing. Ethnic population: 2,840 (2009 census).	El Molo
ell	13,134,490 10,700,000 (European Commission 2012). Total users in all countries: 13,134,490 (as L1: 13,077,490; as L2: 57,000).	Greek
elm	58,000 (1990 UBS). 2,900 monolinguals.	Eleme
ele	330 (2003 SIL).	Elepi
elu	600 (2000 census).	Elu
qxa	10,000 (2000 SIL), decreasing. 4,000 monolinguals.	Quechua, Chiquián
yww	No known L1 speakers.	Yawarawarga
ywu	150,000 (2007). Ethnic population: 200,000.	Nasu, Wumeng
ywt	213,000 (2010 SIL). Over 500,000 in subgroup; many living further west, south or east do not speak the language; less than half are speakers, not all fluent and not many children (Bradley 2007a).	Lalo, Central
ywr	No known L1 speakers (Wurm 2007). Recently extinct.	Yawuru
ywq	250,000 (2007).	Yi, Wuding-Luquan
jyy	2,200 (1993 census).	Jaya
ywg	No known L1 speakers.	Yinhawangka
jye	50,000 (1995 Y. Kara). Total users in all countries: 51,000.	Arabic, Judeo-Yemeni
ywa	1,370 (2003 SIL).	Kalou
jya	83,000 (1999 Sun Hong Kai). 25,000 monolinguals. Ethnic population: 151,000 (Lin 1993). Includes 139,000 in Situ Jiarong, 12,200 in Chabao and Sidaba.	Jiarong
ywn	520 (2006 FUNASA). Includes 360 Shanenawa (2002 FUNAI). Scattered; only 1 village of 100 people.	Yawanawa
ywl	38,000 (2002).	Lalu, Western
qxh	50,000 (2002 SIL). 10,000 monolinguals.	Quechua, Panao
qxn	250,000 (2002 SIL). 65,000 monolinguals (1994 census).	Quechua, Northern Conchucos Ancash
qxo	250,000 (1994 census), increasing. 80,000 monolinguals.	Quechua, Southern Conchucos
qxl	14,300 (2000). 3,580 monolinguals. Children 0–5 and older adults.	Quichua, Salasaca Highland
wdk	No known L1 speakers.	Wadikali
qxr	100,000 (1991 UBS).	Quichua, Cañar Highland
cnt	1,850 (2000 INALI).	Chinantec, Tepetotutla
cnu	76,300 (2004 J. Leclerc). Beni Menacer: 61,000; Chenoui: 15,300 (2004 J. Leclerc).	Chenoua
cns	7,000 (Roesler 1972). Most are monolingual.	Asmat, Central
bpp	450 (1995 SIL).	Kaure
ica	63,000 (2002 SIL).	Ede Ica
qxp	500,000. 100,000 monolinguals (2002).	Quechua, Puno
cng	57,800 (1999), decreasing. 14,000 Mawo, 14,000 Weigu, 11,000 Luhua, 8,000 Cimulin, and 9,000 Yadu. 130,000 total for Northern and Southern Qiang languages, including 80,000 as Qiang nationality and 50,000 as Tibetan nationality (1990 J-O. Svantesson). No monolinguals. Ethnic population: 306,000 (2000 census).	Qiang, Northern
qxq	949,000 (2015 M. Izady).	Kashkay
cnb	19,600 (1983 census).	Chin, Uppu
cnc	2,030 (2009 census).	Côông
cna	10,100 (2000).	Changthang
icr	12,000 (1981 SIL).	Islander Creole English
cnl	10,700 (2000 INALI). 2,500 monolinguals.	Chinantec, Lalana
cnk	60,000 (2006). Total users in all countries: 62,090.	Chin, Khumi
cnh	140,000 in Myanmar, all users. 100,000 (1991 UBS). 40,000 (2013 SIL). Total users in all countries: 165,000 (as L1: 125,000; as L2: 40,000).	Chin, Hakha
qxw	25,000 (1962 census). Ethnic population: 77,700 (2000).	Quechua, Jauja Wanca
hsb	13,300 (Salminen 2007). 20,000–30,000 total Sorbian, one-third in lower Lusatia and two-thirds in upper Lusatia (Salminen 2007). Ethnic population: 45,000.	Sorbian, Upper
twb	6,810 (2000).	Tawbuid, Western
awt	280 (Moore 2006). Nearly all are monolingual (1986). Ethnic population: 300 (2003 ISA).	Araweté
qxt	10,000 (1993 SIL).	Quechua, Santa Ana de Tusi Pasco
hsh	9,000 (2014 EUD). 49,000 Deaf (2014 IMB).	Hungarian Sign Language
qxu	18,600 (2000). 10,000 monolinguals. Ethnic population: 32,000.	Quechua, Arequipa-La Unión
hsn	36,600,000 (2013).	Chinese, Xiang
hsl		Hausa Sign Language
awr	70 (Wurm 2000).	Awera
hss	600 (2011).	Harsusi
ahb	750 (Lynch and Crowley 2001).	Axamb
aha	175,000 (2013 UNSD).	Ahanta
awi	8,000 (1987 UBS).	Aekyom
ppe	70 (Wurm 2000).	Papi
ppk	20,000 (1990 M. Martens), increasing. 15,000 in the region, 5,000 outside (1990 SIL), 500 in Benggaulu.	Uma
ahk	200,000 (Bradley 2007a). Total users in all countries: 563,960.	Akha
ahh	3,000 (1987 SIL).	Aghu
ahi	9,000 (1999 SIL).	Aizi, Tiagbamrin
ppo	3,000 (1985 SIL).	Folopa
aho	No known L1 speakers. Ethnic population: No ethnic community.	Ahom
ppm	600 (1982 SIL).	Papuma
ahm	2,000 (1999 SIL).	Aizi, Mobumrin
ahr	1,870,000 (2001 census).	Ahirani
ahs	40,000 (2012 J. Barnhoorn), increasing.	Ashe
ahp	6,500 (1999 SIL).	Aizi, Aproumu
ppp	8,400 (2002).	Pelende
twl	60,000 (2006).	Tawara
aht	18 (2010 census). Ethnic population: 500 (1995 M. Krauss).	Ahtena
ppt	2,000 (1990 UBS).	Pare
giw	1,200 (1987 Z. Guo-qiao). Total users in all countries: 1,220.	Duoluo
giu	A few elderly speakers.	Mulao
git	350 (FPCC 2014). 490 semi-speakers (FPCC 2014). Ethnic population: 7,600 (FPCC 2014).	Gitxsan
gis	20,000 (1982 SIL).	Giziga, North
gir	20.	Gelao, Red
giq	300 (2002 J. Edmondson).	Gelao, Green
gip	3,700 (1982 SIL).	Gimi
giz	60,000 (1991 UBS).	Giziga, South
giy	No known L1 speakers.	Giyug
awb	2,050 (2003 SIL).	Awa
gig	25,400 (2000).	Goaria
gie	7,000 (2015 H. Sande).	Guébie
gid	54,000 (1982 SIL). Total users in all countries: 65,700.	Gidar
gic	20,000, all users. L1 users: No known L1 speakers. L2 users: 20,000. Ethnic population: No ethnic community.	Gail
gib	No known L1 speakers. Ethnic population: No ethnic community.	Gibanawa
gia	210 (2006 census).	Kitja
gin	5 (2010 census). Ethnic population: 600 (2014 NCRP).	Hinukh
gim	22,500 (Wurm and Hattori 1981).	Gimi
gil	103,000 (2010 census). Total users in all countries: 118,401.	Kiribati
gih	20 (2006 AUSTLANG).	Githabul
hca	10,000 (Singh 1994a).	Andaman Creole Hindi
nnn	10,000 (1991 UBS).	Ngete
nnm	6,000 (2007 SIL), increasing. 300 monolinguals. Ethnic population: 6,200.	Namia
nnl	13,000 (1997). 61,345 total Rengma (2001 census).	Naga, Northern Rengma
nnk	2,500 (1991 SIL).	Nankina
nnj	24,420, all users. L1 users: 24,300 (2007 census). L2 users: 120. 13,800 monolinguals.	Nyangatom
nni	500 (1990 SIL).	Nuaulu, North
nnh	250,000 (2000 CABTAL), increasing. 80,000 monolinguals.	Ngiemboon
nng	22,300 (2001 census).	Naga, Maring
nnf	2,020 (2000 census). Ethnic population: 2,060.	Ngaing
nne	13,100 (2000).	Ngandyera
nnd	8,700 (Lynch and Crowley 2001).	Ambae, West
nnc	81,000 (2007 B. Keineng), increasing.	Nancere
nnb	903,000 (1991 UBS).	Nande
nna	310 (2006 census).	Nyangumarta
